Title,URL,Description,Details,Journal,Year,Resource,Type,Identifiers,Db,EntrezUID,cDate,First_Author,University,Author_Number,pmid
Chemical composition and quality of camel meat.,/pubmed/22055364,"Babiker SA, Yousif OK.",Meat Sci. 1990;27(4):283-7. doi: 10.1016/0309-1740(90)90066-F.,Meat Sci, 1990,PubMed,citation,PMID:22055364,pubmed,22055364,1990/01/01 , Babiker SA,Khartoum,2,22055364
Inbreeding effects on reproductive outcome in a Sudanese population.,/pubmed/2379925,"Saha N, Hamad RE, Mohamed S.",Hum Hered. 1990;40(4):208-12.,Hum Hered, 1990,PubMed,citation,PMID:2379925,pubmed,2379925,1990/01/01 , Saha N,Khartoum,3,2379925
"Features of a large epidemic of group A meningococcal meningitis in Khartoum, Sudan in 1988.",/pubmed/2356440,"Salih MA, Ahmed HS, Karrar ZA, Kamil I, Osman KA, Palmgren H, Hofvander Y, Olcén P.",Scand J Infect Dis. 1990;22(2):161-70.,Scand J Infect Dis, 1990,PubMed,citation,PMID:2356440,pubmed,2356440,1990/01/01 , Salih MA,Khartoum,8,2356440
Haemorrhoids in Khartoum.,/pubmed/2354677,"Ahmed ME, Himaida TI.",East Afr Med J. 1990 Jan;67(1):48-50.,East Afr Med J, 1990,PubMed,citation,PMID:2354677,pubmed,2354677,1990/01/01 , Ahmed ME,Khartoum,2,2354677
Toxicity of sumicidin (fenvalerate) to Nubian goats.,/pubmed/2312795,"Mohamed OS, Adam SE.",J Comp Pathol. 1990 Jan;102(1):1-6.,J Comp Pathol, 1990,PubMed,citation,PMID:2312795,pubmed,2312795,1990/01/01 , Mohamed OS,Khartoum,2,2312795
A map of natural fluoride in drinking water in Sudan.,/pubmed/2270206,"Shehata AH, Aziz Ghandour IA.",Odontostomatol Trop. 1990 Jan;13(1):17-21.,Odontostomatol Trop, 1990,PubMed,citation,PMID:2270206,pubmed,2270206,1990/01/01 , Shehata AH,Khartoum,2,2270206
Cutaneous habronemiasis in horses and domestic donkeys (Equus asinus asinus).,/pubmed/2145616,"Mohamed FH, Abu Samra MT, Ibrahim KE, Idris SO.",Rev Elev Med Vet Pays Trop. 1990;42(4):535-40.,Rev Elev Med Vet Pays Trop, 1990,PubMed,citation,PMID:2145616,pubmed,2145616,1990/01/01 , Mohamed FH,Khartoum,4,2145616
"Childhood acute bacterial meningitis in the Sudan: an epidemiological, clinical and laboratory study.",/pubmed/2115207,Salih MA.,Scand J Infect Dis Suppl. 1990;66:1-103.,Scand J Infect Dis Suppl, 1990,PubMed,citation,PMID:2115207,pubmed,2115207,1990/01/01 , Salih MA,Khartoum,1,2115207
Cord and maternal glycosylated haemoglobin levels: a study in Sudanese pregnant diabetic women.,/pubmed/1708965,"elShibly EM, Atabani GS, Osman NM, Hassan DA, Saeed BO, Omer MI.",Ann Trop Paediatr. 1990;10(4):373-6.,Ann Trop Paediatr, 1990,PubMed,citation,PMID:1708965,pubmed,1708965,1990/01/01 , elShibly EM,Khartoum,6,1708965
Clinical features and complications of epidemic group A meningococcal disease in Sudanese children.,/pubmed/1703738,"Salih MA, Ahmed HS, Osman KA, Kamil I, Palmgren H, Hofvander Y, Olcén P.",Ann Trop Paediatr. 1990;10(3):231-8.,Ann Trop Paediatr, 1990,PubMed,citation,PMID:1703738,pubmed,1703738,1990/01/01 , Salih MA,Khartoum,7,1703738
"Endemic bacterial meningitis in Sudanese children: aetiology, clinical findings, treatment and short-term outcome.",/pubmed/1699486,"Salih MA, el Hag AI, Sid Ahmed H, Bushara M, Yasin I, Omer MI, Hofvander Y, Olcen P.",Ann Trop Paediatr. 1990;10(2):203-10.,Ann Trop Paediatr, 1990,PubMed,citation,PMID:1699486,pubmed,1699486,1990/01/01 , Salih MA,Khartoum,8,1699486
(+)-Catechin-5-galloyl Ester as a Novel Natural Polyphenol from the Bark of Acacia nilotica of Sudanese Origin1.,/pubmed/17262478,"Khalid SA, Yagi SM, Khristova P, Duddeck H.",Planta Med. 1989 Dec;55(6):556-8.,Planta Med, 1989,PubMed,citation,PMID:17262478,pubmed,17262478,1989/12/01 , Khalid SA,Khartoum,4,17262478
Restriction endonuclease characterization of resistant plasmids in Enterobacteriaceae isolated from children in the Sudan.,/pubmed/2606160,"Shears P, Suliman G, Hart CA.",Epidemiol Infect. 1989 Dec;103(3):487-96.,Epidemiol Infect, 1989,PubMed,citation,PMID:2606160 | PMCID:PMC2249536,pubmed,2606160,1989/12/01 , Shears P,Khartoum,3,2606160 | PMCID:PMC2249536
Acute gluteal abscesses: injectable chloroquine as a cause.,/pubmed/2681814,"Ahmed ME, Fahal AH.",J Trop Med Hyg. 1989 Oct;92(5):317-9.,J Trop Med Hyg, 1989,PubMed,citation,PMID:2681814,pubmed,2681814,1989/10/01 , Ahmed ME,Khartoum,2,2681814
Pattern of diabetes mellitus in the Sudan.,/pubmed/2635451,"el Mahdi EM, Abdel Rahman Iel M, Mukhtar Sel D.",Trop Geogr Med. 1989 Oct;41(4):353-7.,Trop Geogr Med, 1989,PubMed,citation,PMID:2635451,pubmed,2635451,1989/10/01 , el Mahdi EM,Khartoum,3,2635451
Rapid diagnosis of bacterial meningitis by an enzyme immunoassay of cerebrospinal fluid.,/pubmed/2509229,"Salih MA, Ahmed HS, Hofvander Y, Danielsson D, Olcén P.",Epidemiol Infect. 1989 Oct;103(2):301-10.,Epidemiol Infect, 1989,PubMed,citation,PMID:2509229 | PMCID:PMC2249507,pubmed,2509229,1989/10/01 , Salih MA,Khartoum,5,2509229 | PMCID:PMC2249507
Pharmacokinetics and metabolism of sulphadimidine in the camel.,/pubmed/2810483,"Younan W, Nouws JF, Homeid AM, Vree TB, Degen M.",J Vet Pharmacol Ther. 1989 Sep;12(3):327-9. No abstract available.,J Vet Pharmacol Ther, 1989,PubMed,citation,PMID:2810483,pubmed,2810483,1989/09/01 , Younan W,Khartoum,5,2810483
Isolation and characterization of an antimalarial agent of the neem tree Azadirachta indica.,/pubmed/2607354,"Khalid SA, Duddeck H, Gonzalez-Sierra M.",J Nat Prod. 1989 Sep-Oct;52(5):922-6.,J Nat Prod, 1989,PubMed,citation,PMID:2607354,pubmed,2607354,1989/09/01 , Khalid SA,Khartoum,3,2607354
The fine structure of the epithelial lining of the epididymis of the camel (Camelus dromedarius) with special reference to regional differences.,/pubmed/17103615,Tingari MD.,J Anat. 1989 Aug;165:201-14. No abstract available.,J Anat, 1989,PubMed,citation,PMID:17103615 | PMCID:PMC1256670,pubmed,17103615,1989/08/01 , Tingari MD,Khartoum,1,17103615 | PMCID:PMC1256670
The aetiology of chronic renal failure in adult Sudanese patients.,/pubmed/2604479,"Abboud OL, Osman EM, Musa AR.",Ann Trop Med Parasitol. 1989 Aug;83(4):411-4.,Ann Trop Med Parasitol, 1989,PubMed,citation,PMID:2604479,pubmed,2604479,1989/08/01 , Abboud OL,Khartoum,3,2604479
Title,URL,Description,Details,ShortDetails,NA,Resource,Type,Identifiers,Db,EntrezUID,Properties,NA,Khartoum,1,Identifiers
"Hepatitis B virus markers in patients with schistosomiasis, liver cirrhosis and hepatocellular carcinoma in Khartoum, Sudan.",/pubmed/2552752,"Itoshima T, Fedail SS, Suliman I, Ali AK, Higashi T, Tsuji T.",Acta Med Okayama. 1989 Aug;43(4):241-4.,Acta Med Okayama, 1989,PubMed,citation,PMID:2552752,pubmed,2552752,1989/08/01 , Itoshima T,Khartoum,6,2552752
Glycated haemoglobin and other biochemical parameters in Sudanese diabetics.,/pubmed/2764486,"Atabani GS, Saeed BO, el Mahdi EM, Adam ME, Hassan DA.",Ann Clin Biochem. 1989 Jul;26 ( Pt 4):332-4.,Ann Clin Biochem, 1989,PubMed,citation,PMID:2764486,pubmed,2764486,1989/07/01 , Atabani GS,Khartoum,5,2764486
Experimental visceral leishmaniasis in the opossum.,/pubmed/2763421,"White MR, Chapman WL Jr, Hanson WL, Latimer KS, Greene CE.",Vet Pathol. 1989 Jul;26(4):314-21.,Vet Pathol, 1989,PubMed,citation,PMID:2763421,pubmed,2763421,1989/07/01 , White MR,Khartoum,5,2763421
"Epidemiology of mental disorders in young adults of a newly urbanized area in Khartoum, Sudan.",/pubmed/2605431,"Rahim SI, Cederblad M.",Br J Psychiatry. 1989 Jul;155:44-7.,Br J Psychiatry, 1989,PubMed,citation,PMID:2605431,pubmed,2605431,1989/07/01 , Rahim SI,Khartoum,2,2605431
A longitudinal study of mental health problems in a suburban population in Sudan.,/pubmed/2763850,"Cederblad M, Rahim SI.",Acta Psychiatr Scand. 1989 Jun;79(6):537-43.,Acta Psychiatr Scand, 1989,PubMed,citation,PMID:2763850,pubmed,2763850,1989/06/01 , Cederblad M,Khartoum,2,2763850
"Prevalence of IDDM in schoolchildren in Khartoum, Sudan.",/pubmed/2731462,"Elamin A, Omer MI, Hofvander Y, Tuvemo T.",Diabetes Care. 1989 Jun;12(6):430-2.,Diabetes Care, 1989,PubMed,citation,PMID:2731462,pubmed,2731462,1989/06/01 , Elamin A,Khartoum,4,2731462
Eight years study of Sudanese renal allograft recipients at Soba University Hospital.,/pubmed/2791936,"Abboud OI, Osman EM, Suleiman SM.",East Afr Med J. 1989 May;66(5):358-61.,East Afr Med J, 1989,PubMed,citation,PMID:2791936,pubmed,2791936,1989/05/01 , Abboud OI,Khartoum,3,2791936
Effect of furazolidone and nitrofurazone on brain gamma-amino butyric acid and glutamate concentrations in chickens.,/pubmed/2766580,Ali BH.,Clin Exp Pharmacol Physiol. 1989 May;16(5):363-6.,Clin Exp Pharmacol Physiol, 1989,PubMed,citation,PMID:2766580,pubmed,2766580,1989/05/01 , Ali BH,Khartoum,1,2766580
Chloroquine-resistant Plasmodium falciparum in eastern Sudan.,/pubmed/2566268,"Bayoumi RA, Babiker HA, Ibrahim SM, Ghalib HW, Saeed BO, Khider S, Elwasila M, Karim EA.",Acta Trop. 1989 May;46(3):157-65.,Acta Trop, 1989,PubMed,citation,PMID:2566268,pubmed,2566268,1989/05/01 , Bayoumi RA,Khartoum,8,2566268
Blood group distribution in Sudan.,/pubmed/2518630,"Khalil IA, Phrykian S, Farr AD.",Gene Geogr. 1989 Apr;3(1):7-10.,Gene Geogr, 1989,PubMed,citation,PMID:2518630,pubmed,2518630,1989/04/01 , Khalil IA,Khartoum,3,2518630
Response of goats to repeated infections with Fasciola gigantica.,/pubmed/2728319,"Haroun EM, Elsanhouri AA, Gameel AA.",Vet Parasitol. 1989 Mar;30(4):287-96.,Vet Parasitol, 1989,PubMed,citation,PMID:2728319,pubmed,2728319,1989/03/01 , Haroun EM,Khartoum,3,2728319
Effects of various levels of dietary vitamin E on broiler chicks.,/pubmed/2711609,"Ayed IA, Dafaalla R, Adam SE.",Vet Hum Toxicol. 1989 Feb;31(1):50-3.,Vet Hum Toxicol, 1989,PubMed,citation,PMID:2711609,pubmed,2711609,1989/02/01 , Ayed IA,Khartoum,3,2711609
Effects of endoparasites on the growth rate of Sudanese sheep and cattle.,/pubmed/2711459,Abdalla HS.,Trop Anim Health Prod. 1989 Feb;21(1):3. No abstract available.,Trop Anim Health Prod, 1989,PubMed,citation,PMID:2711459,pubmed,2711459,1989/02/01 , Abdalla HS,Khartoum,1,2711459
Toxicity of Reldan (Chlorpyrifos-methyl) in Nubian goats.,/pubmed/2469246,"Mohamed OS, el Dirdiri NL, Adam SE.",Vet Hum Toxicol. 1989 Feb;31(1):60-3.,Vet Hum Toxicol, 1989,PubMed,citation,PMID:2469246,pubmed,2469246,1989/02/01 , Mohamed OS,Khartoum,3,2469246
The desert camel as a meat animal.,/pubmed/22055021,"Yousif OK, Babiker SA.",Meat Sci. 1989;26(4):245-54. doi: 10.1016/0309-1740(89)90010-7.,Meat Sci, 1989,PubMed,citation,PMID:22055021,pubmed,22055021,1989/01/01 , Yousif OK,Khartoum,2,22055021
Predictors of simple diarrhoea in children under 5 years--a study of a Sudanese rural community.,/pubmed/2814589,"el Samani FZ, Willett WC, Ware JH.",Soc Sci Med. 1989;29(9):1065-70.,Soc Sci Med, 1989,PubMed,citation,PMID:2814589,pubmed,2814589,1989/01/01 , el Samani FZ,Khartoum,3,2814589
Anthelmintic activity of praziquantel on Raillietina tetragona in chickens.,/pubmed/2771931,"Nurelhuda IE, Elowni EE, Hassan T.",Parasitol Res. 1989;75(8):655-6.,Parasitol Res, 1989,PubMed,citation,PMID:2771931,pubmed,2771931,1989/01/01 , Nurelhuda IE,Khartoum,3,2771931
Family planning in the Sudan: a pilot project success story.,/pubmed/2637704,"el Tom AR, Lauro D, Farah AA, McNamara R, Ali Ahmed EF.",World Health Forum. 1989;10(3-4):333-43.,World Health Forum, 1989,PubMed,citation,PMID:2637704,pubmed,2637704,1989/01/01 , el Tom AR,Khartoum,5,2637704
The effect of niclosamide on Raillietina tetragona.,/pubmed/2631382,"Elowni EE, Nurelhuda IE, Hassan T.",Vet Res Commun. 1989;13(6):451-3. No abstract available.,Vet Res Commun, 1989,PubMed,citation,PMID:2631382,pubmed,2631382,1989/01/01 , Elowni EE,Khartoum,3,2631382
Haemogregarina sp. (Apicomplexa: Adeleorina) from the gecko Tarentola annularis in the Sudan: fine structure and life-cycle trials.,/pubmed/2569195,Elwasila M.,Parasitol Res. 1989;75(6):444-8.,Parasitol Res, 1989,PubMed,citation,PMID:2569195,pubmed,2569195,1989/01/01 , Elwasila M,Khartoum,1,2569195
The continuing challenge of bilharzial ureteric stricture.,/pubmed/2502838,"Sharfi AR, Rayis AB.",Scand J Urol Nephrol. 1989;23(2):123-6.,Scand J Urol Nephrol, 1989,PubMed,citation,PMID:2502838,pubmed,2502838,1989/01/01 , Sharfi AR,Khartoum,2,2502838
Survey of some cereal grains and legume seeds for aflatoxin contamination in the Sudan.,/pubmed/2501947,"Abdel-Rahim AM, Osman NA, Idris MO.",Zentralbl Mikrobiol. 1989;144(2):115-21.,Zentralbl Mikrobiol, 1989,PubMed,citation,PMID:2501947,pubmed,2501947,1989/01/01 , Abdel-Rahim AM,Khartoum,3,2501947
Glycosylated hemoglobin levels in Sudanese sickle cell anemia patients.,/pubmed/2496561,"Atabani GS, Hassan DA, Abdul Rahman AM, Saeed BO.",Acta Haematol. 1989;81(3):140-2.,Acta Haematol, 1989,PubMed,citation,PMID:2496561,pubmed,2496561,1989/01/01 , Atabani GS,Khartoum,4,2496561
Effect of furazolidone and nitrofurazone on brain gamma-amino butyric acid and glutamate concentrations in chickens.,/pubmed/3243020,Ali BH.,Clin Exp Pharmacol Physiol. 1988 Dec;15(12):959-63.,Clin Exp Pharmacol Physiol, 1988,PubMed,citation,PMID:3243020,pubmed,3243020,1988/12/01 , Ali BH,Khartoum,1,3243020
Prevalence of airborne Aspergillus flavus in Khartoum (Sudan) airspora with reference to dusty weather and inoculum survival in simulated summer conditions.,/pubmed/3148861,Abdalla MH.,Mycopathologia. 1988 Dec;104(3):137-41.,Mycopathologia, 1988,PubMed,citation,PMID:3148861,pubmed,3148861,1988/12/01 , Abdalla MH,Khartoum,1,3148861
Severity of protein-energy malnutrition in eastern Sudan.,/pubmed/2467613,"Elbushra HE, Eltom AR.",Ann Trop Paediatr. 1988 Dec;8(4):244-9.,Ann Trop Paediatr, 1988,PubMed,citation,PMID:2467613,pubmed,2467613,1988/12/01 , Elbushra HE,Khartoum,2,2467613
Aflatoxin contamination of groundnuts in Sudan.,/pubmed/3146026,"Haq Elamin NH, Abdel-Rahim AM, Khalid AE.",Mycopathologia. 1988 Oct;104(1):25-31.,Mycopathologia, 1988,PubMed,citation,PMID:3146026,pubmed,3146026,1988/10/01 , Haq Elamin NH,Khartoum,3,3146026
Perceived causes and traditional treatment of diarrhoea by mothers in Eastern Sudan.,/pubmed/2461146,"el Bushra HA, Tigerman NS, el Tom AR.",Ann Trop Paediatr. 1988 Sep;8(3):135-40.,Ann Trop Paediatr, 1988,PubMed,citation,PMID:2461146,pubmed,2461146,1988/09/01 , el Bushra HA,Khartoum,3,2461146
"Morbidity associated with Schistosoma mansoni infection as determined by ultrasound: a study in Gezira, Sudan.",/pubmed/3136674,"Homeida M, Ahmed S, Dafalla A, Suliman S, Eltom I, Nash T, Bennett JL.",Am J Trop Med Hyg. 1988 Aug;39(2):196-201.,Am J Trop Med Hyg, 1988,PubMed,citation,PMID:3136674,pubmed,3136674,1988/08/01 , Homeida M,Khartoum,7,3136674
"Plasma concentrations of progesterone, oestrogens, testosterone and LH-like activity during the oestrous cycle of the camel (Camelus dromedarius).",/pubmed/3411553,"Homeida AM, Khalil MG, Taha AA.",J Reprod Fertil. 1988 Jul;83(2):593-8.,J Reprod Fertil, 1988,PubMed,citation,PMID:3411553,pubmed,3411553,1988/07/01 , Homeida AM,Khartoum,3,3411553
Studies on gangrenous mastitis in goats.,/pubmed/3402223,"Abu-Samra MT, Elsanousi SM, Abdalla MA, Gameel AA, Abdel Aziz M, Abbas B, Ibrahim KE, Idris SO.",Cornell Vet. 1988 Jul;78(3):281-300.,Cornell Vet, 1988,PubMed,citation,PMID:3402223,pubmed,3402223,1988/07/01 , Abu-Samra MT,Khartoum,8,3402223
Association of malnutrition and diarrhea in children aged under five years. A prospective follow-up study in a rural Sudanese community.,/pubmed/3381838,"el Samani EF, Willett WC, Ware JH.",Am J Epidemiol. 1988 Jul;128(1):93-105.,Am J Epidemiol, 1988,PubMed,citation,PMID:3381838,pubmed,3381838,1988/07/01 , el Samani EF,Khartoum,3,3381838
Attitudes of urban Sudanese men toward family planning.,/pubmed/3176096,Khalifa MA.,Stud Fam Plann. 1988 Jul-Aug;19(4):236-43.,Stud Fam Plann, 1988,PubMed,citation,PMID:3176096,pubmed,3176096,1988/07/01 , Khalifa MA,Khartoum,1,3176096
"Synthesis and pharmacological effect of substituted phenyl-4-(2-chloroethyl)tetrahydro-1,4-oxazine hydrochlorides.",/pubmed/2906134,"Daoud SS, Osman SA, Karrar MA.",Pharmazie. 1988 Jul;43(7):470-2.,Pharmazie, 1988,PubMed,citation,PMID:2906134,pubmed,2906134,1988/07/01 , Daoud SS,Khartoum,3,2906134
Determinants of growth in the first 6 months of life among the urban poor in Sudan.,/pubmed/3392764,"Zumrawi FY, Dimond H.",J Trop Med Hyg. 1988 Jun;91(3):139-46.,J Trop Med Hyg, 1988,PubMed,citation,PMID:3392764,pubmed,3392764,1988/06/01 , Zumrawi FY,Khartoum,2,3392764
Fournier's gangrene in Khartoum.,/pubmed/3293689,"Fahal AH, Hassan MA.",Br J Urol. 1988 May;61(5):451-4. Review.,Br J Urol, 1988,PubMed,citation,PMID:3293689,pubmed,3293689,1988/05/01 , Fahal AH,Khartoum,2,3293689
Occurrence of multiple antibiotic resistance and R plasmids in Enterobacteriaceae isolated from children in the Sudan.,/pubmed/3338507,"Shears P, Suliman G, Hart CA.",Epidemiol Infect. 1988 Feb;100(1):73-81.,Epidemiol Infect, 1988,PubMed,citation,PMID:3338507 | PMCID:PMC2249195,pubmed,3338507,1988/02/01 , Shears P,Khartoum,3,3338507 | PMCID:PMC2249195
Long term cryopreservation of the amastigote stages of hemoflagellates.,/pubmed/3284997,Yaeger RG.,J Protozool. 1988 Feb;35(1):114-5.,J Protozool, 1988,PubMed,citation,PMID:3284997,pubmed,3284997,1988/02/01 , Yaeger RG,Khartoum,1,3284997
Observations on a polycephalic cestode larva from a Nile rat (Arvicanthis niloticus).,/pubmed/3417203,"Elowni EE, Abu-Samra MT.",Folia Parasitol (Praha). 1988;35(1):75-6. No abstract available.,Folia Parasitol (Praha), 1988,PubMed,citation,PMID:3417203,pubmed,3417203,1988/01/01 , Elowni EE,Khartoum,2,3417203
Study of possible genetic predisposition to endemic goitre among the Fur and Baggara tribes of the Sudan.,/pubmed/3350536,"Bayoumi RA, Taha TS, Saha N.",Hum Hered. 1988;38(1):8-11.,Hum Hered, 1988,PubMed,citation,PMID:3350536,pubmed,3350536,1988/01/01 , Bayoumi RA,Khartoum,3,3350536
A case of African histoplasmosis from Sudan.,/pubmed/3232196,"Gumaa SA, Ahmed MA, Hassan ME, Hassan AM.",Trans R Soc Trop Med Hyg. 1988;82(3):503-5.,Trans R Soc Trop Med Hyg, 1988,PubMed,citation,PMID:3232196,pubmed,3232196,1988/01/01 , Gumaa SA,Khartoum,4,3232196
"Leishmania tarentolae Wenyon, 1921 from the gecko Tarentola annularis in the Sudan.",/pubmed/3194372,Elwasila M.,Parasitol Res. 1988;74(6):591-2. No abstract available.,Parasitol Res, 1988,PubMed,citation,PMID:3194372,pubmed,3194372,1988/01/01 , Elwasila M,Khartoum,1,3194372
Visceral leishmaniasis in the Sudan: comparative parasitological methods of diagnosis.,/pubmed/3176153,"Siddig M, Ghalib H, Shillington DC, Petersen EA.",Trans R Soc Trop Med Hyg. 1988;82(1):66-8.,Trans R Soc Trop Med Hyg, 1988,PubMed,citation,PMID:3176153,pubmed,3176153,1988/01/01 , Siddig M,Khartoum,4,3176153
Problems in assessing rationality of drug utilization in less developed countries.,/pubmed/3162632,Ali HM.,Acta Med Scand Suppl. 1988;721:27-30.,Acta Med Scand Suppl, 1988,PubMed,citation,PMID:3162632,pubmed,3162632,1988/01/01 , Ali HM,Khartoum,1,3162632
"The activities of aminopyrine N-demethylase, aniline 4-hydroxylase and UDP-glucuronyltransferase in tissues of camels, desert sheep and Nubian goats.",/pubmed/3145901,"el Sheikh HA, Ali BH, Homeida AM, Hassan T, Hapke HJ.",Gen Pharmacol. 1988;19(5):713-7.,Gen Pharmacol, 1988,PubMed,citation,PMID:3145901,pubmed,3145901,1988/01/01 , el Sheikh HA,Khartoum,5,3145901
Diagnosis of pathologically confirmed Symmers' periportal fibrosis by ultrasonography: a prospective blinded study.,/pubmed/3124648,"Homeida M, Abdel-Gadir AF, Cheever AW, Bennett JL, Arbab BM, Ibrahium SZ, Abdel-Salam IM, Dafalla AA, Nash TE.",Am J Trop Med Hyg. 1988 Jan;38(1):86-91.,Am J Trop Med Hyg, 1988,PubMed,citation,PMID:3124648,pubmed,3124648,1988/01/01 , Homeida M,Khartoum,9,3124648
The activity of diagnostic enzymes and the concentration of lipids in the blood vessels of cattle.,/pubmed/2903593,"Mahmoud OM, Ford EJ.",Vet Res Commun. 1988;12(2-3):233-5.,Vet Res Commun, 1988,PubMed,citation,PMID:2903593,pubmed,2903593,1988/01/01 , Mahmoud OM,Khartoum,2,2903593
Some effects of water deprivation on dorcas gazelle (Gazella dorcas) in the Sudan.,/pubmed/2900115,"Mohamed SM, Ali BH, Hassan T.",Comp Biochem Physiol A Comp Physiol. 1988;90(2):225-8.,Comp Biochem Physiol A Comp Physiol, 1988,PubMed,citation,PMID:2900115,pubmed,2900115,1988/01/01 , Mohamed SM,Khartoum,3,2900115
Sickle cell disease in Sudan.,/pubmed/2459819,"Bayoumi RA, Abu Zeid YA, Abdul Sadig A, Awad Elkarim O.",Trans R Soc Trop Med Hyg. 1988;82(1):164-8.,Trans R Soc Trop Med Hyg, 1988,PubMed,citation,PMID:2459819,pubmed,2459819,1988/01/01 , Bayoumi RA,Khartoum,4,2459819
Effects of infection on growth in Sudanese children.,/pubmed/3429264,"Zumrawi FY, Dimond H, Waterlow JC.",Hum Nutr Clin Nutr. 1987 Nov;41(6):453-61.,Hum Nutr Clin Nutr, 1987,PubMed,citation,PMID:3429264,pubmed,3429264,1987/11/01 , Zumrawi FY,Khartoum,3,3429264
Title,URL,Description,Details,ShortDetails,NA,Resource,Type,Identifiers,Db,EntrezUID,Properties,NA,Khartoum,1,Identifiers
Protective effect of irradiated metacercariae of Fasciola gigantica and irradiated cercariae of Schistosoma bovis against fascioliasis in goats.,/pubmed/3424453,"el Sanhouri AA, Haroun EM, Gameel AA, Bushara HO.",Trop Anim Health Prod. 1987 Nov;19(4):245-9.,Trop Anim Health Prod, 1987,PubMed,citation,PMID:3424453,pubmed,3424453,1987/11/01 , el Sanhouri AA,Khartoum,4,3424453
